trial,sign_count,stouffer_Z,inerts_q4,inerts_q6,inerts_q8,inerts_q12
2253,1,-1.486271,491,504,482,476
2254,2,0.727324,499,516,492,516
2255,1,-1.075174,481,480,496,509
2256,1,-1.454648,493,493,467,501
2257,0,-2.118726,493,471,489,480
2258,3,1.549516,505,515,533,496
2259,3,1.423025,489,515,531,510
2260,0,-0.853815,500,490,492,491
2261,3,2.751182,536,531,499,521
2262,2,-0.474342,499,480,503,503
2263,2,-0.569210,505,503,486,488
2264,1,-2.276840,475,506,460,487
2265,1,-1.960612,505,481,467,485
2266,0,-0.980306,489,496,496,488
2267,3,1.296534,517,498,518,508
2268,2,0.063246,495,489,513,505
2269,3,1.043552,513,506,519,495
2270,4,1.960612,508,530,501,523
2271,4,1.992235,503,521,537,502
2272,0,-2.719559,483,498,467,466
2273,0,-2.656313,482,486,476,472
2274,2,1.328157,484,515,497,546
2275,2,-0.000000,504,487,516,493
2276,3,0.853815,514,504,511,498
2277,1,-0.347851,512,498,500,479
2278,1,0.221359,499,496,498,514
2279,4,3.035787,531,503,538,524
2280,2,0.189737,518,506,484,498
2281,2,1.170043,511,529,500,497
2282,1,-0.758947,484,502,495,495
2283,0,-1.423025,486,498,485,486
2284,2,0.537587,520,495,490,512
2285,4,3.731488,536,520,538,524
2286,0,-1.834121,493,477,481,491
2287,4,1.454648,511,512,503,520
2288,3,0.537587,498,502,508,509
2289,1,-0.474342,495,520,486,484
2290,3,1.454648,519,524,489,514
2291,2,0.569210,512,491,525,490
2292,3,0.695701,493,517,506,506
2293,4,2.846050,520,543,501,526
2294,2,-0.379473,478,492,506,512
2295,1,-0.252982,489,516,495,492
2296,0,-2.213594,490,486,477,477
2297,0,-2.118726,477,486,491,479
2298,3,1.296534,517,512,491,521
2299,3,0.853815,492,504,511,520
2300,4,1.391402,512,501,522,509
2301,2,-0.158114,474,505,492,524
2302,0,-1.486271,481,481,499,492
2303,3,0.980306,495,532,501,503
2304,1,-1.454648,465,486,497,506
2305,1,-1.011929,468,497,505,498
2306,3,1.296534,485,513,522,521
2307,3,0.917061,511,493,518,507
2308,2,0.885438,504,497,529,498
2309,4,1.834121,523,517,515,503
2310,2,-0.411096,502,513,486,486
2311,2,0.853815,497,485,526,519
2312,1,-0.094868,496,516,496,489
2313,1,-0.853815,481,516,486,490
2314,3,0.695701,497,513,510,502
2315,1,-0.632456,495,485,495,505
2316,3,0.664078,511,514,504,492
2317,4,2.593068,519,519,510,534
2318,0,-1.170043,487,500,491,485
2319,3,1.106797,513,509,514,499
2320,3,0.695701,517,503,494,508
2321,4,1.770875,522,506,504,524
2322,2,-0.221359,488,484,512,509
2323,3,0.632456,506,519,492,503
2324,0,-1.644384,485,483,481,499
2325,3,1.043552,485,513,504,531
2326,2,0.695701,498,518,493,513
2327,3,0.379473,508,505,491,508
2328,4,1.581139,518,501,505,526
2329,3,0.948683,504,516,512,498
2330,4,2.624690,513,516,509,545
2331,4,1.581139,517,501,514,518
2332,0,-1.359779,479,487,491,500
2333,4,2.181972,517,520,522,510
2334,3,0.790569,520,496,506,503
2335,3,2.181972,536,534,496,503
2336,0,-2.245217,481,485,479,484
2337,1,0.537587,488,500,500,529
2338,4,2.245217,516,520,525,510
2339,0,-0.790569,498,497,493,487
2340,4,2.624690,507,509,537,530
2341,2,-0.158114,509,512,486,488
2342,1,-1.486271,502,494,491,466
2343,2,1.581139,493,500,518,539
2344,1,-0.853815,514,480,497,482
2345,3,0.221359,505,502,495,505
2346,3,1.676007,501,490,529,533
2347,2,0.569210,496,510,496,516
2348,2,0.695701,512,494,517,499
2349,1,-1.865744,473,503,475,490
2350,1,-0.063246,503,498,500,497
2351,4,3.510128,530,520,535,526
2352,3,0.790569,508,489,515,513
2353,4,3.193900,534,518,533,516
2354,1,-0.569210,495,499,487,501
2355,1,-0.917061,498,505,475,493
2356,4,2.434954,521,522,522,512
2357,3,-0.126491,505,504,507,480
2358,1,-1.043552,497,477,505,488
2359,3,1.043552,506,528,497,502
2360,2,-0.158114,497,511,478,509
2361,3,0.790569,503,502,499,521
2362,4,2.782804,534,517,506,531
2363,2,1.043552,493,531,515,494
2364,4,1.739253,515,510,516,514
2365,3,1.770875,522,522,499,513
2366,4,0.664078,508,509,502,502
2367,1,-0.411096,498,499,481,509
2368,4,2.023858,533,503,509,519
2369,2,0.347851,503,491,518,499
2370,3,0.917061,503,513,500,513
2371,1,-0.474342,486,500,504,495
2372,0,-2.466577,483,474,479,486
2373,0,-1.707630,499,480,493,474
2374,4,1.992235,527,501,529,506
2375,3,0.474342,499,506,508,502
2376,2,0.316228,516,488,512,494
2377,2,-0.411096,505,491,506,485
2378,3,0.411096,501,509,504,499
2379,2,1.517893,499,485,537,527
2380,3,2.498199,532,498,517,532
2381,4,3.510128,523,541,525,522
2382,0,-2.719559,467,477,496,474
2383,1,-1.170043,487,480,492,504
2384,2,0.727324,485,518,499,521
2385,4,1.549516,514,506,506,523
2386,3,1.581139,518,500,523,509
2387,4,1.264911,501,502,526,511
2388,4,2.181972,501,512,526,530
2389,4,1.928989,517,504,523,517
2390,0,-2.846050,485,462,490,473
2391,3,0.411096,487,518,507,501
2392,0,-3.889602,444,476,475,482
2393,0,-3.193900,471,467,481,480
2394,3,0.442719,505,509,505,495
2395,2,-0.252982,486,509,494,503
2396,2,0.316228,495,516,507,492
2397,2,0.411096,511,497,488,517
2398,3,0.790569,509,507,497,512
2399,1,0.094868,494,486,528,495
2400,1,0.316228,499,493,520,498
2401,4,2.150349,528,516,512,512
2402,4,3.510128,542,514,533,522
2403,2,0.505964,522,482,514,498
2404,0,-2.055480,470,489,483,493
2405,1,-1.549516,486,505,483,477
2406,0,-1.423025,488,481,500,486
2407,0,-1.138420,489,489,499,487
2408,2,-0.569210,501,489,505,487
2409,3,0.980306,526,496,502,507
2410,3,2.023858,499,518,532,515
2411,3,0.980306,523,495,506,507
2412,1,-0.411096,495,503,494,495
2413,0,-1.802498,485,475,491,492
2414,3,1.739253,515,528,499,513
2415,2,0.347851,493,500,511,507
2416,3,1.011929,512,521,496,503
2417,0,-1.454648,484,497,473,500
2418,2,0.411096,493,496,513,511
2419,4,1.233288,517,509,510,503
2420,2,0.569210,520,489,494,515
2421,3,1.612762,498,507,526,520
2422,1,-0.980306,496,496,508,469
2423,3,1.264911,507,525,508,500
2424,1,-1.549516,472,504,481,494
2425,1,-0.664078,494,478,489,518
2426,2,-0.442719,504,487,502,493
2427,4,1.264911,508,503,527,502
2428,2,0.063246,513,505,492,492
2429,2,-0.379473,511,503,489,485
2430,1,0.031623,492,495,500,514
2431,4,2.529822,529,517,527,507
2432,3,0.885438,513,515,491,509
2433,2,-0.158114,504,511,486,494
2434,4,2.498199,525,516,520,518
2435,0,-1.676007,481,475,500,491
2436,1,-0.569210,499,509,483,491
2437,3,1.201666,522,509,510,497
2438,2,0.221359,490,522,493,502
2439,3,0.411096,501,514,503,495
2440,1,-0.252982,506,494,497,495
2441,4,2.055480,515,508,521,521
2442,4,2.624690,533,520,506,524
2443,0,-1.391402,495,477,496,488
2444,3,-0.094868,511,478,507,501
2445,2,0.252982,510,502,496,500
2446,0,-1.739253,489,495,476,485
2447,4,2.972541,524,504,545,521
2448,0,-1.865744,488,484,489,480
2449,1,-0.347851,509,491,497,492
2450,4,3.130655,540,542,507,510
2451,3,0.094868,504,492,502,505
2452,2,-0.252982,496,489,501,506
2453,4,2.846050,532,527,510,521
2454,3,1.676007,506,528,492,527
2455,2,0.063246,493,514,492,503
2456,1,-0.758947,506,491,493,486
2457,3,0.727324,504,512,493,514
2458,0,-1.517893,491,491,491,479
2459,4,2.245217,511,526,501,533
2460,0,-0.727324,498,496,486,497
2461,4,1.612762,506,521,509,515
2462,1,-0.252982,488,511,493,500
2463,2,-0.031623,502,507,495,495
2464,3,0.664078,501,491,519,510
2465,3,0.505964,491,510,504,511
2466,4,1.391402,509,510,522,503
2467,2,0.031623,490,509,505,497
2468,2,-0.221359,492,485,511,505
2469,4,1.581139,502,522,524,502
2470,4,1.517893,520,514,512,502
2471,4,2.972541,534,531,510,519
2472,4,2.371708,510,527,522,516
2473,2,0.442719,510,517,496,491
2474,1,-1.517893,496,504,480,472
2475,2,-0.284605,483,508,495,505
2476,4,3.984470,525,512,541,548
2477,1,-0.980306,495,484,482,508
2478,1,-1.233288,478,491,490,502
2479,1,-0.885438,508,489,486,489
2480,3,0.600833,511,503,517,488
2481,3,0.379473,513,507,487,505
2482,4,1.739253,507,524,511,513
2483,3,0.948683,520,510,503,497
2484,3,0.980306,503,506,499,523
2485,3,0.505964,509,486,512,509
2486,3,0.600833,509,483,515,512
2487,1,-0.853815,485,491,505,492
2488,3,0.505964,525,507,502,482
2489,1,-0.758947,487,501,490,498
2490,4,2.529822,514,535,514,517
2491,2,0.758947,520,523,482,499
2492,4,1.676007,518,515,515,505
2493,3,0.569210,513,503,494,508
2494,1,-0.822192,489,485,501,499
2495,4,2.529822,513,515,521,531
2496,3,0.695701,494,506,516,506
2497,3,0.695701,504,493,505,520
2498,2,0.885438,508,522,500,498
2499,4,2.276840,541,501,524,506
2500,3,0.031623,504,514,476,507
2501,4,1.233288,521,507,505,506
2502,3,1.170043,510,527,495,505
2503,0,-2.371708,483,489,472,481
2504,3,0.158114,506,504,508,487
2505,2,-0.505964,515,478,507,484
2506,3,1.011929,509,519,515,489
2507,3,0.221359,506,483,514,504
2508,2,-0.221359,499,484,508,502
2509,3,0.600833,510,508,501,500
2510,0,-1.865744,476,483,487,495
2511,2,-0.063246,489,521,516,472
2512,3,1.770875,515,528,500,513
2513,4,2.276840,508,515,526,523
2514,3,0.284605,513,476,510,510
2515,3,0.948683,514,495,518,503
2516,4,2.371708,511,505,532,527
2517,2,-0.094868,486,474,530,507
2518,1,-0.948683,497,509,493,471
2519,4,2.434954,527,521,524,505
2520,4,1.391402,512,511,515,506
2521,1,-0.126491,497,489,511,499
2522,1,-1.264911,477,471,494,518
2523,0,-1.296534,488,499,477,495
2524,0,-2.814427,466,475,484,486
2525,2,0.632456,513,520,496,491
2526,4,1.549516,510,509,524,506
2527,0,-2.529822,479,451,499,491
2528,2,0.252982,506,489,497,516
2529,1,-1.581139,464,488,506,492
2530,2,-0.569210,486,512,479,505
2531,3,1.423025,496,509,527,513
2532,2,0.727324,494,500,511,518
2533,3,1.517893,508,532,491,517
2534,4,1.928989,517,521,505,518
2535,1,-0.063246,521,500,493,484
2536,4,1.423025,517,520,501,507
2537,0,-1.992235,494,481,480,482
2538,4,2.181972,536,519,502,512
2539,3,1.581139,488,507,528,527
2540,2,0.347851,492,495,512,512
2541,4,2.308463,501,523,531,518
2542,4,1.770875,517,502,520,517
2543,0,-3.352014,478,485,462,469
2544,0,-0.727324,487,496,494,500
2545,1,-0.474342,497,483,508,497
2546,4,2.782804,523,533,510,522
2547,0,-1.106797,499,484,482,500
2548,0,-2.055480,482,496,496,461
2549,0,-2.276840,473,469,495,491
2550,2,-0.442719,502,487,501,496
2551,0,-0.474342,494,500,499,492
2552,3,1.106797,516,511,496,512
2553,2,-0.727324,503,489,507,478
2554,4,1.865744,514,527,511,507
2555,2,0.727324,512,518,499,494
2556,2,0.189737,497,504,497,508
2557,1,0.031623,497,498,507,499
2558,4,2.719559,515,511,531,529
2559,3,-0.094868,504,480,504,509
2560,2,0.063246,509,502,493,498
2561,2,-0.094868,502,499,493,503
2562,1,-0.600833,491,485,507,498
2563,4,3.731488,531,544,522,521
2564,3,0.379473,520,503,502,487
2565,1,-0.347851,495,486,497,511
2566,2,-0.695701,501,493,501,483
2567,1,-0.758947,469,495,497,515
2568,2,0.221359,497,479,519,512
2569,2,0.379473,508,490,524,490
2570,0,-2.118726,479,466,493,495
2571,1,-0.411096,488,509,491,499
2572,3,0.727324,507,510,497,509
2573,4,2.276840,509,525,512,526
2574,4,1.391402,505,516,504,519
2575,0,-3.067409,464,481,496,462
2576,2,-0.695701,510,473,492,503
2577,1,-0.790569,489,482,515,489
2578,2,-0.569210,483,501,517,481
2579,0,-1.960612,493,472,484,489
2580,1,-1.233288,488,487,504,482
2581,1,-0.822192,488,481,513,492
2582,2,0.189737,506,493,508,499
2583,1,-0.632456,480,494,508,498
2584,3,0.537587,506,514,487,510
2585,4,2.846050,540,516,513,521
2586,3,1.264911,513,514,497,516
2587,0,-3.510128,451,461,496,481
2588,2,-0.316228,482,510,494,504
2589,0,-3.257146,484,463,484,466
2590,3,1.264911,507,524,511,498
2591,1,0.000000,508,496,496,500
2592,1,-0.252982,491,526,477,498
2593,1,0.031623,510,492,500,499
2594,1,-0.727324,496,478,504,499
2595,3,0.379473,491,501,509,511
2596,1,-0.632456,492,514,475,499
2597,2,0.031623,508,491,510,492
2598,4,2.087103,505,538,508,515
2599,0,-1.328157,495,479,496,488
2600,1,-1.043552,491,491,514,471
2601,0,-1.739253,487,496,467,495
2602,2,1.043552,492,517,530,494
2603,0,-1.581139,481,478,493,498
2604,3,0.252982,507,501,507,493
2605,0,-2.498199,479,473,490,479
2606,4,1.676007,507,530,511,505
2607,1,-0.537587,483,497,505,498
2608,0,-2.340085,487,470,497,472
2609,4,1.960612,530,511,509,512
2610,4,2.498199,529,539,508,503
2611,3,0.664078,510,505,496,510
2612,4,1.960612,515,514,509,524
2613,4,1.106797,505,505,515,510
2614,2,-0.316228,502,489,493,506
2615,4,1.106797,521,503,505,506
2616,4,2.087103,505,526,505,530
2617,0,-1.043552,492,489,498,488
2618,3,1.549516,525,530,488,506
2619,0,-1.201666,498,486,493,485
2620,0,-1.612762,495,487,492,475
2621,1,-0.790569,491,510,479,495
2622,4,2.529822,520,511,526,523
2623,4,1.359779,503,505,508,527
2624,4,0.822192,507,506,511,502
2625,0,-1.138420,494,482,492,496
2626,3,1.075174,514,519,506,495
2627,3,0.664078,504,509,513,495
2628,3,1.770875,529,510,525,492
2629,2,1.517893,500,523,500,525
2630,4,1.138420,508,507,509,512
2631,1,-0.379473,513,500,476,499
2632,4,3.257146,538,522,534,509
2633,2,0.221359,497,499,504,507
2634,3,0.980306,511,522,496,502
2635,2,0.189737,499,494,510,503
2636,2,0.221359,502,486,496,523
2637,4,3.004164,523,519,527,526
2638,3,0.980306,501,521,491,518
2639,4,2.023858,523,526,508,507
2640,3,0.885438,488,514,518,508
2641,4,2.498199,525,511,514,529
2642,0,-1.897367,492,484,484,480
2643,2,-0.031623,496,520,477,506
2644,1,-1.423025,504,488,482,481
2645,1,-1.233288,506,477,491,487
2646,4,1.644384,523,509,510,510
2647,1,-1.296534,488,472,496,503
2648,4,1.264911,507,505,509,519
2649,3,2.181972,518,500,521,530
2650,4,1.233288,518,501,516,504
2651,4,1.612762,505,520,508,518
2652,1,-1.770875,478,504,473,489
2653,4,3.478505,525,527,516,542
2654,1,-1.011929,479,500,488,501
2655,2,0.189737,506,493,510,497
2656,0,-3.320392,468,473,476,478
2657,3,0.221359,489,503,501,514
2658,3,1.517893,517,520,515,496
2659,1,-1.075174,507,478,489,492
2660,0,-1.296534,487,500,479,493
2661,1,-0.031623,488,528,484,499
2662,1,-1.043552,488,515,480,484
2663,1,0.000000,493,536,479,492
2664,4,2.371708,522,530,511,512
2665,1,-0.379473,491,485,517,495
2666,4,4.522057,537,531,535,540
2667,4,1.676007,512,519,511,511
2668,3,0.316228,501,503,500,506
2669,3,0.727324,510,514,507,492
2670,3,1.770875,522,525,500,509
2671,0,-0.411096,496,494,497,500
2672,0,-1.201666,486,499,485,492
2673,2,0.442719,497,489,514,514
2674,3,0.885438,514,511,497,506
2675,2,0.569210,514,495,509,500
2676,3,0.505964,512,501,492,511
2677,3,0.790569,501,520,492,512
2678,4,3.826356,527,526,543,525
2679,3,0.790569,501,506,500,518
2680,2,0.158114,496,496,505,508
2681,1,-0.822192,480,489,498,507
2682,3,1.581139,496,516,519,519
2683,4,2.940918,523,543,512,515
2684,4,1.928989,509,508,534,510
2685,2,0.758947,528,518,479,499
2686,0,-1.770875,497,482,490,475
2687,4,2.308463,516,527,509,521
2688,3,1.676007,518,527,492,516
2689,0,-1.992235,477,486,494,480
2690,0,-2.371708,475,479,499,472
2691,3,1.011929,495,521,506,510
2692,3,0.158114,487,503,508,507
2693,4,1.992235,530,509,511,513
2694,1,-0.569210,485,520,491,486
2695,0,-2.877673,500,469,472,468
2696,1,-2.181972,505,478,482,466
2697,1,-0.632456,492,503,494,491
2698,2,0.411096,516,491,508,498
2699,3,1.106797,505,481,535,514
2700,2,0.000000,504,491,499,506
2701,1,-0.284605,489,500,499,503
2702,3,0.790569,503,508,519,495
2703,3,0.917061,507,497,520,505
2704,3,1.296534,526,522,479,514
2705,3,0.664078,511,490,510,510
2706,2,0.094868,508,494,508,493
2707,3,1.423025,516,524,508,497
2708,2,-0.442719,501,526,462,497
2709,4,2.972541,524,518,526,526
2710,2,0.031623,483,500,511,507
2711,4,2.340085,521,509,517,527
2712,3,0.411096,503,492,511,507
2713,2,-0.063246,502,491,498,507
2714,0,-1.770875,468,488,493,495
2715,4,1.897367,527,513,501,519
2716,4,1.138420,517,502,506,511
2717,1,-0.284605,503,500,491,497
2718,4,1.486271,508,504,516,519
2719,1,-0.790569,488,480,487,520
2720,4,0.980306,513,507,510,501
2721,4,1.644384,503,510,527,512
2722,4,2.118726,528,533,502,504
2723,2,0.252982,494,489,513,512
2724,0,-1.549516,491,487,494,479
2725,2,-0.411096,512,505,498,472
2726,3,0.189737,502,501,504,499
2727,1,-0.316228,493,499,494,504
2728,0,-3.668242,471,492,460,461
2729,0,-1.770875,491,467,497,489
2730,0,-0.917061,492,498,488,493
2731,1,-0.252982,514,493,499,486
2732,1,0.031623,488,498,499,516
2733,3,0.664078,512,518,504,487
2734,1,-0.758947,491,489,504,492
2735,2,-0.316228,496,487,502,505
2736,2,0.158114,513,503,495,494
2737,2,-0.221359,498,491,503,501
2738,2,0.221359,493,507,512,495
2739,3,-0.094868,480,501,504,512
2740,0,-2.529822,485,479,476,480
2741,4,2.782804,524,521,514,529
2742,3,1.328157,508,492,533,509
2743,1,-0.632456,499,488,512,481
2744,2,0.158114,503,509,499,494
2745,2,-0.948683,490,471,507,502
2746,3,0.758947,498,502,522,502
2747,2,-0.537587,489,491,502,501
2748,4,1.011929,503,519,504,506
2749,3,0.442719,498,503,507,506
2750,2,-0.316228,499,485,504,502
2751,4,2.023858,519,518,520,507
2752,2,0.505964,493,512,491,520
2753,1,-0.347851,490,525,490,484
2754,2,-0.126491,504,497,503,492
2755,1,-0.411096,494,512,486,495
2756,0,-1.043552,498,480,499,490
2757,2,0.442719,521,497,505,491
2758,1,-0.885438,484,492,494,502
2759,3,1.170043,513,496,516,512
2760,2,-0.158114,501,491,514,489
2761,3,0.727324,491,509,516,507
2762,1,0.126491,498,506,500,500
2763,0,-2.877673,485,486,475,463
2764,3,0.411096,518,504,506,485
2765,2,0.158114,509,496,499,501
2766,0,-1.296534,488,482,490,499
2767,4,3.541751,534,517,533,528
2768,1,-0.252982,493,499,486,514
2769,3,0.063246,501,507,502,492
2770,2,-0.790569,505,501,475,494
2771,1,-0.569210,496,503,487,496
2772,1,-0.158114,498,502,499,496
2773,1,-0.853815,497,497,505,474
2774,3,0.822192,505,498,502,521
2775,2,-0.505964,506,511,473,494
2776,0,-2.498199,467,474,486,494
2777,3,0.695701,504,517,489,512
2778,1,-0.411096,498,506,494,489
2779,3,0.505964,504,515,503,494
2780,3,0.948683,507,496,514,513
2781,3,0.221359,509,481,516,501
2782,0,-1.486271,493,472,500,488
2783,2,-0.094868,493,508,494,502
2784,2,-1.106797,502,462,506,495
2785,3,1.170043,503,530,490,514
2786,1,-0.948683,496,474,520,480
2787,4,1.201666,513,511,508,506
2788,1,0.031623,491,494,517,499
2789,1,-0.411096,492,490,512,493
2790,2,-0.126491,487,523,484,502
2791,1,-1.043552,494,485,502,486
2792,3,1.233288,507,526,497,509
2793,0,-1.707630,480,484,494,488
2794,0,-1.011929,487,491,492,498
2795,2,-0.632456,482,503,478,517
2796,3,0.695701,511,514,496,501
2797,4,1.802498,516,507,523,511
2798,1,-0.537587,500,508,484,491
2799,4,1.138420,501,526,507,502
2800,1,0.379473,495,526,491,500
2801,4,1.897367,511,521,513,515
2802,3,0.158114,493,502,508,502
2803,4,0.980306,510,508,508,505
2804,0,-2.498199,475,474,496,476
2805,1,-0.948683,490,488,491,501
2806,1,-0.790569,485,498,513,479
2807,0,-2.972541,488,486,464,468
2808,2,0.442719,502,497,521,494
2809,1,-1.106797,504,498,489,474
2810,3,0.948683,517,507,497,509
2811,1,-0.822192,492,502,489,491
2812,1,-0.411096,485,498,497,507
2813,3,0.885438,501,504,495,528
2814,0,-2.687936,494,466,483,472
2815,3,2.023858,506,500,534,524
2816,3,0.758947,496,502,522,504
2817,2,-0.221359,486,510,492,505
2818,1,-1.138420,480,481,497,506
2819,4,1.359779,507,520,504,512
2820,2,1.170043,497,499,515,526
2821,4,2.656313,508,513,521,542
2822,2,-0.221359,501,492,503,497
2823,1,-0.727324,480,509,496,492
2824,0,-1.928989,479,500,482,478
2825,4,0.664078,505,506,503,507
2826,3,1.454648,513,485,529,519
2827,1,-1.423025,499,472,501,483
2828,4,2.371708,515,523,518,519
2829,2,-0.885438,482,487,501,502
2830,0,-1.834121,479,478,498,487
2831,4,2.940918,504,528,521,540
2832,2,-0.379473,510,501,484,493
2833,1,-0.980306,494,503,491,481
2834,3,2.023858,523,537,508,496
2835,1,-0.000000,498,498,522,482
2836,1,-1.454648,480,506,481,487
2837,2,-0.221359,497,487,508,501
2838,4,2.340085,512,528,516,518
2839,3,0.126491,512,505,506,481
2840,2,-0.189737,507,510,487,490
2841,0,-4.869908,456,473,459,458
2842,1,0.094868,499,498,506,500
2843,2,0.221359,495,497,506,509
2844,0,-1.897367,493,490,482,475
2845,3,1.486271,525,508,516,498
2846,1,0.252982,500,498,490,520
2847,0,-0.632456,497,489,500,494
2848,0,-1.928989,490,470,496,483
2849,4,1.770875,524,508,516,508
2850,4,1.138420,505,512,502,517
2851,2,0.505964,512,529,475,500
2852,4,3.573374,533,531,525,524
2853,0,-1.075174,495,491,491,489
2854,3,0.980306,513,516,497,505
2855,1,-1.423025,482,503,488,482
2856,2,0.885438,500,492,528,508
2857,1,-1.454648,491,486,501,476
2858,4,1.707630,527,502,514,511
2859,3,0.189737,502,513,480,511
2860,1,-1.897367,487,501,476,476
2861,1,-0.537587,492,494,491,506
2862,1,-1.517893,483,507,486,476
2863,4,1.928989,512,522,514,513
2864,1,-0.727324,496,483,503,495
2865,0,-2.023858,482,481,486,487
2866,2,-0.126491,474,495,512,515
2867,1,-1.581139,469,506,491,484
2868,2,0.442719,492,510,496,516
2869,1,-0.221359,498,491,499,505
2870,2,0.474342,515,514,490,496
2871,2,0.094868,489,498,515,501
2872,2,-0.284605,494,482,514,501
2873,3,3.193900,533,534,534,500
2874,3,0.790569,486,514,520,505
2875,2,-0.442719,511,520,474,481
2876,4,0.822192,504,511,506,505
2877,4,0.917061,513,505,505,506
2878,3,1.423025,524,493,515,513
2879,4,1.612762,514,509,507,521
2880,1,-0.031623,496,500,503,500
2881,0,-3.604997,463,471,470,482
2882,3,1.328157,522,492,512,516
2883,3,0.980306,488,511,511,521
2884,0,-3.288769,470,486,462,478
2885,3,1.802498,503,539,496,519
2886,4,1.676007,510,506,525,512
2887,1,0.347851,498,499,498,516
2888,1,-1.581139,481,474,508,487
2889,4,1.928989,511,506,520,524
2890,3,0.758947,504,527,482,511
2891,1,-0.980306,498,477,511,483
2892,4,1.834121,517,516,508,517
2893,0,-1.201666,492,499,478,493
2894,2,-0.158114,493,511,508,483
2895,3,1.454648,493,507,516,530
2896,3,0.569210,509,511,505,493
2897,4,1.106797,504,505,517,509
2898,2,-0.063246,506,493,485,514
2899,4,3.573374,542,523,521,527
2900,4,1.423025,510,502,501,532
2901,4,2.719559,516,553,509,508
2902,1,-0.474342,486,518,485,496
2903,1,-0.316228,496,493,511,490
2904,2,0.063246,487,488,512,515
2905,4,1.391402,507,518,502,517
2906,0,-3.099032,468,462,483,489
2907,2,-0.600833,503,494,503,481
2908,1,-0.822192,498,487,474,515
2909,0,-1.549516,493,475,486,497
2910,1,-1.043552,507,495,478,487
2911,3,0.189737,510,488,506,502
2912,0,-2.940918,487,473,477,470
2913,1,-0.822192,518,477,488,491
2914,2,0.505964,525,483,515,493
2915,3,1.201666,519,493,517,509
2916,3,1.011929,510,515,486,521
2917,2,0.126491,499,510,501,494
2918,3,1.011929,513,500,516,503
2919,2,-0.411096,503,498,482,504
2920,1,-0.727324,503,494,497,483
2921,3,0.221359,502,488,515,502
2922,1,-0.600833,488,495,494,504
2923,3,0.316228,505,511,488,506
2924,4,2.403331,519,520,517,520
2925,4,1.834121,501,511,511,535
2926,1,-1.739253,482,484,509,470
2927,3,2.624690,531,535,521,496
2928,1,-0.917061,479,500,477,515
2929,2,0.727324,514,500,499,510
2930,3,1.549516,521,531,493,504
2931,2,-0.158114,503,515,481,496
2932,1,-1.043552,471,489,494,513
2933,4,1.233288,506,510,517,506
2934,4,1.201666,513,501,510,514
2935,3,1.296534,498,508,533,502
2936,1,-1.264911,476,479,496,509
2937,2,0.569210,518,514,500,486
2938,3,1.138420,521,504,498,513
2939,2,-0.727324,511,479,509,478
2940,1,-0.980306,491,501,488,489
2941,0,-2.719559,492,481,482,459
2942,1,-1.011929,479,495,488,506
2943,2,0.000000,492,500,504,504
2944,0,-1.834121,484,480,494,484
2945,2,0.063246,487,497,510,508
2946,0,-2.656313,477,494,474,471
2947,2,0.695701,500,511,493,518
2948,0,-1.486271,486,489,494,484
2949,4,1.676007,520,516,508,509
2950,0,-1.138420,479,498,491,496
2951,3,0.600833,507,511,510,491
2952,0,-1.612762,485,487,491,486
2953,1,-0.917061,495,505,482,489
2954,2,0.316228,497,512,494,507
2955,3,1.517893,503,496,522,527
2956,1,-0.600833,492,518,484,487
2957,0,-1.043552,490,489,490,498
2958,1,-0.347851,507,487,496,499
2959,4,0.853815,507,509,509,502
2960,1,-0.948683,465,499,511,495
2961,4,1.676007,513,505,516,519
2962,2,-0.031623,489,492,517,501
2963,1,-0.727324,480,500,495,502
2964,3,0.948683,485,511,526,508
2965,4,1.676007,503,517,521,512
2966,4,2.276840,506,513,527,526
2967,3,1.770875,529,518,487,522
2968,0,-0.822192,490,491,499,494
2969,0,-1.834121,479,496,490,477
2970,0,-1.897367,477,495,487,481
2971,3,0.917061,501,527,508,493
2972,1,-1.075174,508,476,497,485
2973,0,-3.320392,474,475,470,476
2974,1,-1.011929,481,495,482,510
2975,2,-0.411096,502,502,498,485
2976,2,-0.316228,501,472,523,494
2977,3,0.158114,484,504,506,511
2978,4,4.395566,549,534,530,526
2979,2,-0.316228,495,485,508,502
2980,1,-0.727324,492,490,503,492
2981,1,-0.442719,492,507,494,493
2982,2,-0.917061,503,469,505,494
2983,2,-0.664078,473,508,489,509
2984,1,-0.632456,490,485,514,491
2985,2,-0.569210,506,503,483,490
2986,2,-0.948683,514,486,501,469
2987,2,0.063246,482,497,506,517
2988,2,0.252982,507,495,508,498
2989,4,1.549516,510,510,518,511
2990,0,-2.340085,469,486,488,483
2991,1,-0.569210,500,506,491,485
2992,3,0.980306,509,521,506,495
2993,4,1.739253,507,513,522,513
2994,2,-1.233288,509,477,471,504
2995,0,-1.170043,492,490,484,497
2996,1,-0.917061,489,496,515,471
2997,3,0.284605,501,514,492,502
2998,4,0.853815,504,511,508,504
2999,3,1.106797,536,510,503,486
3000,1,-1.264911,490,478,503,489
3001,0,-2.118726,485,485,486,477
3002,0,-1.928989,481,473,496,489
3003,4,0.853815,504,509,506,508
3004,0,-1.802498,489,488,497,469
3005,0,-2.308463,476,480,483,488
3006,2,-0.031623,499,504,501,495
3007,4,2.055480,510,514,520,521
3008,4,3.288769,527,530,528,519
